,Player,Country,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5
4,SD Anurasiri ,SL,45,43,2100,1464,32,Mar-40,45.75,4.18,65.6,0,0
5,RD Berrington ,SCOT,78,51,1394,1228,32,Apr-40,38.37,5.28,43.5,1,0
6,PP Chawla ,INDIA,25,25,1312,1117,32,Apr-23,34.9,5.1,41,2,0
7,AC Dale ,AUS,30,30,1596,979,32,Mar-18,30.59,3.68,49.8,0,0
8,DS de Silva ,SL,41,40,2076,1557,32,Mar-29,48.65,4.5,64.8,0,0
9,MJ Hoggard ,ENG,26,26,1306,1152,32,May-49,36,5.29,40.8,0,1
10,AJ Hollioake ,ENG,35,32,1208,1019,32,Apr-23,31.84,5.06,37.7,2,0
11,Imran Haider ,UAE,20,20,943,841,32,Apr-25,26.28,5.35,29.4,2,0
12,JM Kemp ,Afr/SA,85,48,1303,1015,32,Mar-20,31.71,4.67,40.7,0,0
13,KTGD Prasad ,SL,24,24,1015,976,32,Mar-17,30.5,5.76,31.7,0,0
14,S Prasanna ,SL,40,39,1945,1767,32,Mar-32,55.21,5.45,60.7,0,0
15,Rizwan Cheema ,CAN,33,32,1330,1095,32,Mar-25,34.21,4.93,41.5,0,0
16,GB Troup ,NZ,22,22,1180,791,32,Apr-19,24.71,4.02,36.8,3,0
17,DL Underwood ,ENG,26,24,1278,734,32,Apr-44,22.93,3.44,39.9,1,0
18,BV Vitori ,ZIM,24,24,1193,1149,32,May-20,35.9,5.77,37.2,0,2
19,Arshad Ayub ,INDIA,32,32,1769,1216,31,May-21,39.22,4.12,57,0,1
20,JW Dernbach ,ENG,24,24,1234,1308,31,Apr-45,42.19,6.35,39.8,1,0
21,KS Lokuarachchi ,SL,21,21,1011,725,31,Apr-44,23.38,4.3,32.6,1,0
22,MJ Mason ,NZ,26,25,1179,1024,31,Apr-24,33.03,5.21,38,1,0
23,MM Sharma ,INDIA,26,25,1121,1020,31,Apr-22,32.9,5.45,36.1,1,0
24,Zahoor Khan ,UAE,17,17,750,703,31,Jun-34,22.67,5.62,24.1,0,1
25,Abdur Rehman ,PAK,31,31,1624,1142,30,Apr-48,38.06,4.21,54.1,1,0
26,CEH Croft ,WI,19,19,1070,620,30,Jun-15,20.66,3.47,35.6,0,1
27,GA Hick ,ENG,120,47,1236,1026,30,May-33,34.2,4.98,41.2,0,1
28,RK Illingworth ,ENG,25,25,1501,1059,30,Mar-33,35.3,4.23,50,0,0
29,AS Joseph ,WI,22,21,1033,1107,30,May-56,36.9,6.42,34.4,1,1
30,SI Mahmood ,ENG,26,25,1197,1169,30,Apr-50,38.96,5.85,39.9,1,0
31,DA Marillier ,ZIM,48,35,1574,1235,30,Apr-38,41.16,4.7,52.4,1,0
32,PR Adams ,SA,24,23,1109,815,29,Mar-26,28.1,4.4,38.2,0,0
33,RK Chauhan ,INDIA,35,34,1634,1216,29,Mar-29,41.93,4.46,56.3,0,0
34,MD Crowe ,NZ,143,46,1296,954,29,02-Sep,32.89,4.41,44.6,0,0
35,TBM de Leede ,NL,29,29,1139,999,29,Apr-35,34.44,5.26,39.2,1,0
36,Ehsan Khan ,HKG,15,15,807,594,29,Apr-33,20.48,4.41,27.8,1,0
37,Hasibul Hossain ,BDESH,32,32,1375,1338,29,Apr-56,46.13,5.83,47.4,1,0
38,BW Hilfenhaus ,AUS,25,25,1216,1075,29,May-33,37.06,5.3,41.9,0,1
39,NM Lyon ,AUS,29,29,1626,1334,29,Apr-44,46,4.92,56,1,0
40,Manzoor Elahi ,PAK,54,49,1743,1262,29,Mar-22,43.51,4.34,60.1,0,0
41,BA Murphy ,ZIM,31,29,1422,1130,29,Mar-43,38.96,4.76,49,0,0
42,D Pretorius ,SA,22,22,1022,813,29,03-May,28.03,4.77,35.2,0,0
43,FA Rose ,WI,27,27,1326,1046,29,May-23,36.06,4.73,45.7,0,1
44,RJ Sidebottom ,ENG,25,25,1277,1039,29,Mar-19,35.82,4.88,44,0,0
45,CM Wright ,SCOT,20,19,861,663,29,Apr-29,22.86,4.62,29.6,1,0
46,Ahmed Raza ,UAE,28,28,1505,1011,28,Apr-37,36.1,4.03,53.7,1,0
47,IG Butler ,NZ,26,25,1109,1038,28,Apr-44,37.07,5.61,39.6,1,0
48,WW Hinds ,WI,119,34,945,837,28,Mar-24,29.89,5.31,33.7,0,0
49,BMAJ Mendis ,SL,58,49,1404,1204,28,Mar-15,43,5.14,50.1,0,0
0,SPD Smith ,AUS,118,39,1070,963,28,Mar-16,34.39,5.4,38.2,0,0
1,DT Tiripano ,ZIM,31,29,1220,1122,28,May-63,40.07,5.51,43.5,0,1
2,Ata-ur-Rehman ,PAK,30,30,1492,1186,27,Mar-27,43.92,4.76,55.2,0,0
3,HK Bennett ,NZ,16,15,718,621,27,Apr-16,23,5.18,26.5,2,0
4,TK Curran ,ENG,17,17,762,805,27,May-35,29.81,6.33,28.2,1,1
5,PW Gunaratne ,SL,23,23,959,908,27,Apr-44,33.62,5.68,35.5,1,0
6,KM Jadhav ,INDIA,71,42,1187,1020,27,Mar-23,37.77,5.15,43.9,0,0
7,AY Karim ,KENYA,34,33,1568,1114,27,May-33,41.25,4.26,58,0,1
8,AJ McKay ,NZ,19,19,926,800,27,Apr-53,29.62,5.18,34.2,2,0
9,PJ Martin ,ENG,20,20,1048,806,27,Apr-44,29.85,4.61,38.8,1,0
10,RAP Nissanka ,SL,23,23,997,857,27,04-Dec,31.74,5.15,36.9,1,0
11,A Vala ,PNG,27,26,1038,648,27,Mar-20,24,3.74,38.4,0,0
12,CA Young ,IRE,13,12,657,563,27,May-46,20.85,5.14,24.3,0,1
13,PH Edmonds ,ENG,29,27,1534,965,26,Mar-39,37.11,3.77,59,0,0
14,AP Gurusinha ,SL,147,55,1585,1354,26,Feb-25,52.07,5.12,60.9,0,0
15,LN Onyango ,KENYA,29,28,995,981,26,Mar-29,37.73,5.91,38.2,0,0
16,AM Phangiso ,SA,21,21,1085,829,26,Mar-40,31.88,4.58,41.7,0,0
17,DN Crookes ,SA,32,30,1221,1011,25,Mar-30,40.44,4.96,48.8,0,0
18,GD Drummond ,SCOT,30,29,1263,932,25,Apr-41,37.28,4.42,50.5,1,0
19,LM Jongwe ,ZIM,22,22,863,759,25,05-Jun,30.36,5.27,34.5,0,1
20,A Kuruvilla ,INDIA,25,25,1131,890,25,Apr-43,35.6,4.72,45.2,1,0
21,D Langford-Smith ,IRE,22,21,942,797,25,Mar-32,31.88,5.07,37.6,0,0
22,SW Masakadza ,ZIM,16,16,791,891,25,Apr-46,35.64,6.75,31.6,3,0
23,G Miller ,ENG,25,24,1268,813,25,Mar-27,32.52,3.84,50.7,0,0
24,CA Soper ,PNG,20,20,900,733,25,Jun-41,29.32,4.88,36,0,1
25,K Srikkanth ,INDIA,146,33,712,641,25,May-27,25.64,5.4,28.4,0,2
26,AR White ,IRE,61,35,869,688,25,Apr-44,27.52,4.75,34.7,1,0
27,KIW Wijegunawardene ,SL,26,25,1186,986,25,Apr-49,39.44,4.98,47.4,1,0
28,Alok Kapali ,BDESH,69,49,1452,1255,24,Mar-49,52.29,5.18,60.5,0,0
29,Arafat Sunny ,BDESH,16,16,830,600,24,Apr-27,25,4.33,34.5,2,0
30,ID Blackwell ,ENG,34,26,1230,877,24,Mar-26,36.54,4.27,51.2,0,0
31,C de Grandhomme ,NZ,38,38,1296,1046,24,Mar-26,43.58,4.84,54,0,0
32,Harvinder Singh ,INDIA,16,16,686,609,24,Mar-44,25.37,5.32,28.5,0,0
33,RC Irani ,ENG,31,30,1283,989,24,May-26,41.2,4.62,53.4,1,1
34,PW Jarvis ,ENG,16,16,879,672,24,May-35,28,4.58,36.6,1,1
35,MBS Jonkman ,NL,16,16,719,565,24,Mar-24,23.54,4.71,29.9,0,0
36,JK Lever ,ENG,22,22,1152,713,24,Apr-29,29.7,3.71,48,1,0
37,Manjural Islam ,BDESH,34,34,1591,1284,24,Mar-37,53.5,4.84,66.2,0,0
38,Mohammad Saifuddin ,BDESH,20,20,912,909,24,Mar-45,37.87,5.98,38,0,0
39,Nasir Hossain ,BDESH,65,43,1256,988,24,Mar-26,41.16,4.71,52.3,0,0
40,MS Panesar ,ENG,26,26,1308,980,24,Mar-25,40.83,4.49,54.5,0,0
41,SR Patel ,ENG,36,32,1187,1091,24,May-41,45.45,5.51,49.4,0,1
42,KR Pushpakumara ,SL,31,31,1430,1181,24,Mar-25,49.2,4.95,59.5,0,0
43,JA Richardson ,AUS,12,12,648,632,24,Apr-26,26.33,5.85,27,1,0
44,O Thomas ,WI,19,18,716,825,24,May-21,34.37,6.91,29.8,1,1
45,Yasir Shah ,PAK,25,24,1293,1150,24,Jun-26,47.91,5.33,53.8,1,1
46,Aizaz Cheema ,PAK,14,14,658,593,23,Apr-43,25.78,5.4,28.6,2,0
47,JC Archer ,ENG,14,14,737,569,23,Mar-27,24.73,4.63,32,0,0
48,DAJ Bracewell ,NZ,19,19,932,798,23,Apr-55,34.69,5.13,40.5,1,0
49,NG Cowans ,ENG,23,23,1282,913,23,Mar-44,39.69,4.27,55.7,0,0
0,KM Dabengwa ,ZIM,37,35,1109,936,23,Mar-15,40.69,5.06,48.2,0,0
1,WW Daniel ,WI,18,18,912,595,23,Mar-27,25.86,3.91,39.6,0,0
2,SR Gillespie ,NZ,19,19,963,736,23,Apr-30,32,4.58,41.8,1,0
3,G Goudie ,SCOT,16,16,729,623,23,May-73,27.08,5.12,31.6,0,1
4,ND Hirwani ,INDIA,18,18,960,719,23,Apr-43,31.26,4.49,41.7,3,0
5,TG Hogan ,AUS,16,15,917,574,23,Apr-33,24.95,3.75,39.8,1,0
6,KAD Hurdle ,BMUDA,19,19,905,831,23,Mar-24,36.13,5.5,39.3,0,0
7,Manjural Islam Rana ,BDESH,25,23,996,689,23,Apr-34,29.95,4.15,43.3,2,0
8,S Mukuddem ,BMUDA,20,20,960,752,23,Apr-40,32.69,4.7,41.7,1,0
9,BTJ Wheal ,SCOT,13,13,687,508,23,Mar-34,22.08,4.43,29.8,0,0
10,DR Brown ,ENG/SCOT,25,25,953,919,22,Mar-37,41.77,5.78,43.3,0,0
11,DM de Silva ,SL,42,35,1028,899,22,Mar-32,40.86,5.24,46.7,0,0
12,DR Doshi ,INDIA,15,15,792,524,22,Apr-30,23.81,3.96,36,2,0
13,Farhad Reza ,BDESH,34,32,1139,1017,22,May-42,46.22,5.35,51.7,0,1
14,DAS Gunaratne ,SL,31,25,834,723,22,03-Oct,32.86,5.2,37.9,0,0
15,BP Julian ,AUS,25,25,1146,997,22,Mar-40,45.31,5.21,52,0,0
16,RN Lewis ,WI,28,25,1150,983,22,Mar-43,44.68,5.12,52.2,0,0
17,ML Nkala ,ZIM,50,46,1582,1570,22,03-Dec,71.36,5.95,71.9,0,0
18,E Otieno ,KENYA,26,25,954,927,22,Apr-33,42.13,5.83,43.3,1,0
19,MW Pringle ,SA,17,17,870,604,22,04-Nov,27.45,4.16,39.5,1,0
20,JE Root ,ENG,143,64,1414,1364,22,Mar-52,62,5.78,64.2,0,0
21,SK Sharma ,INDIA,23,22,979,813,22,May-26,36.95,4.98,44.5,0,1
22,Sohag Gazi ,BDESH,20,19,919,722,22,Apr-29,32.81,4.71,41.7,1,0
23,WF Stelling ,NL,15,15,699,567,22,03-Dec,25.77,4.86,31.7,0,0
24,Al-Amin Hossain ,BDESH,14,14,603,523,21,Apr-51,24.9,5.2,28.7,2,0
25,JT Ball ,ENG,18,18,947,980,21,May-51,46.66,6.2,45,0,1
26,DH Brain ,ZIM,23,23,1091,849,21,Mar-51,40.42,4.66,51.9,0,0
27,AC Dawson ,SA,19,19,901,715,21,Apr-49,34.04,4.76,42.9,1,0
28,RMS Eranga ,SL,19,17,716,686,21,Mar-46,32.66,5.74,34,0,0
29,CN Evans ,ZIM,53,34,964,848,21,03-Nov,40.38,5.27,45.9,0,0
30,M Hayward ,SA,21,21,993,858,21,Apr-31,40.85,5.18,47.2,1,0
31,NB Mahwire ,ZIM,23,21,885,775,21,Mar-29,36.9,5.25,42.1,0,0
32,WP Masakadza ,ZIM,17,16,859,734,21,Apr-21,34.95,5.12,40.9,1,0
33,Mohsin Kamal ,PAK,19,19,881,760,21,Apr-47,36.19,5.17,41.9,1,0
34,PP Ojha ,INDIA,18,17,876,652,21,Apr-38,31.04,4.46,41.7,1,0
35,AO Suji ,KENYA,60,46,1295,1175,21,Feb-14,55.95,5.44,61.6,0,0
36,Wasim Raja ,PAK,54,29,1036,687,21,Apr-25,32.71,3.97,49.3,1,0
37,MH Yardy ,ENG,28,28,1332,1075,21,Mar-24,51.19,4.84,63.4,0,0
38,Kabir Ali ,ENG,14,13,673,682,20,Apr-45,34.1,6.08,33.6,1,0
39,STR Binny ,INDIA,14,12,490,439,20,06-Apr,21.95,5.37,24.5,0,1
40,TS Chisoro ,ZIM,18,16,768,556,20,Mar-16,27.8,4.34,38.4,0,0
41,DT Christian ,AUS,19,19,727,595,20,May-31,29.75,4.91,36.3,0,1
42,Faheem Ashraf ,PAK,23,22,902,744,20,May-22,37.2,4.94,45.1,0,1
43,DR Hadlee ,NZ,11,11,628,364,20,Apr-34,18.2,3.47,31.4,1,0
44,A Jadeja ,INDIA,196,52,1248,1094,20,03-Mar,54.7,5.25,62.4,0,0
45,RT Lyons ,SCOT,25,23,1093,901,20,Mar-21,45.05,4.94,54.6,0,0
46,N Madziva ,ZIM,12,12,520,519,20,Apr-49,25.95,5.98,26,1,0
47,JO Ngoche ,KENYA,17,17,878,569,20,Mar-18,28.45,3.88,43.9,0,0
48,KMA Paul ,WI,16,16,740,737,20,Mar-44,36.85,5.97,37,0,0
49,NO Perry ,WI,21,21,946,783,20,Mar-45,39.15,4.96,47.3,0,0
0,N Pokana ,PNG,14,14,641,503,20,Mar-25,25.15,4.7,32,0,0
1,Rashid Khan ,PAK,29,28,1414,923,20,Mar-47,46.15,3.91,70.7,0,0
2,DA Reeve ,ENG,29,28,1147,820,20,Mar-20,41,4.28,57.3,0,0
3,Shoaib Mohammad ,PAK,63,35,919,725,20,Mar-20,36.25,4.73,45.9,0,0
4,RML Taylor ,SCOT,15,15,713,617,20,Mar-39,30.85,5.19,35.6,0,0
5,MHN Walker ,AUS,17,17,1006,546,20,Apr-19,27.3,3.25,50.3,1,0
6,GG Arnold ,ENG,14,13,714,339,19,Apr-27,17.84,2.84,37.5,1,0
7,PVD Chameera ,SL,23,23,895,796,19,Mar-20,41.89,5.33,47.1,0,0
8,TM Chappell ,AUS,20,14,736,538,19,Mar-31,28.31,4.38,38.7,0,0
9,Enamul Haque ,BDESH,29,28,1238,1083,19,Feb-40,57,5.24,65.1,0,0
10,AW Greig ,ENG,22,19,916,619,19,Apr-45,32.57,4.05,48.2,1,0
11,VA Holder ,WI,12,12,681,454,19,May-50,23.89,4,35.8,0,1
12,RD Jackman ,ENG,15,15,873,598,19,Mar-41,31.47,4.1,45.9,0,0
13,DS Kulkarni ,INDIA,12,12,598,508,19,Apr-34,26.73,5.09,31.4,1,0
14,MA Leask ,SCOT,34,31,1142,1019,19,Apr-37,53.63,5.35,60.1,1,0
15,BJ McKechnie ,NZ,14,14,818,495,19,Mar-23,26.05,3.63,43,0,0
16,JN Maguire ,AUS,23,20,1009,769,19,Mar-61,40.47,4.57,53.1,0,0
17,Mohammad Akram ,PAK,23,21,989,790,19,Feb-28,41.57,4.79,52,0,0
18,Mushfiqur Rahman ,BDESH,28,28,1332,983,19,Feb-21,51.73,4.42,70.1,0,0
19,PDRL Perera ,SL,19,19,888,820,19,Mar-23,43.15,5.54,46.7,0,0
20,Shahid Nazir ,PAK,17,17,810,649,19,Mar-14,34.15,4.8,42.6,0,0
21,T Shamsi ,SA,17,17,879,798,19,Apr-33,42,5.44,46.2,1,0
22,M Sheikh ,KENYA,21,21,778,625,19,Apr-36,32.89,4.82,40.9,1,0
23,Sohail Khan ,PAK,13,13,666,597,19,May-55,31.42,5.37,35,0,1
24,Tanwir Afzal ,HKG,20,19,852,601,19,Mar-20,31.63,4.23,44.8,0,0
25,AJ Traicos ,ZIM,27,26,1524,987,19,Mar-35,51.94,3.88,80.2,0,0
26,PCR Tufnell ,ENG,20,20,1020,699,19,Apr-22,36.78,4.11,53.6,1,0
27,Anwar Ali ,PAK,22,22,927,944,18,Mar-66,52.44,6.11,51.5,0,0
28,GD Campbell ,AUS,12,12,613,404,18,Mar-17,22.44,3.95,34,0,0
29,RO Collinge ,NZ,15,15,859,479,18,May-23,26.61,3.34,47.7,0,1
30,MD Dai ,PNG,18,18,954,675,18,Mar-58,37.5,4.24,53,0,0
31,DR Gilbert ,AUS,14,14,684,552,18,May-46,30.66,4.84,38,0,1
32,DJ Hussey ,AUS,69,39,802,698,18,Apr-21,38.77,5.22,44.5,2,0
33,BD Julien ,WI,12,12,778,463,18,Apr-20,25.72,3.57,43.2,2,0
34,AP Kuiper ,SA,25,19,588,518,18,Mar-33,28.77,5.28,32.6,0,0
35,J Lewis ,ENG,13,13,716,500,18,Apr-36,27.77,4.18,39.7,1,0
36,CS Martin ,NZ,20,19,948,804,18,Mar-62,44.66,5.08,52.6,0,0
37,Mohammad Ashraful ,Asia/BDESH,177,40,697,661,18,Mar-26,36.72,5.69,38.7,0,0
38,B Muzarabani ,ZIM,18,18,786,733,18,Apr-47,40.72,5.59,43.6,1,0
39,MV Nagamootoo ,WI,24,24,1189,998,18,Apr-32,55.44,5.03,66,1,0
40,AH Omarshah ,ZIM,28,25,1077,812,18,Mar-33,45.11,4.52,59.8,0,0
41,Rahat Ali ,PAK,14,14,679,658,18,Mar-40,36.55,5.81,37.7,0,0
42,KT Sandher ,CAN,15,15,696,569,18,Mar-24,31.61,4.9,38.6,0,0
43,GC Smith ,Afr/SA,197,43,1026,951,18,Mar-30,52.83,5.56,57,0,0
44,CB Sole ,SCOT,11,11,522,468,18,Apr-28,26,5.37,29,2,0
45,RE van der Merwe ,NL/SA,15,15,789,658,18,Mar-27,36.55,5,43.8,0,0
46,KC Wessels ,AUS/SA,109,23,749,666,18,Feb-16,37,5.33,41.6,0,0
47,AG Wharf ,ENG,13,13,584,428,18,Apr-24,23.77,4.39,32.4,1,0
48,LR Williams ,WI,15,15,659,556,18,Mar-16,30.88,5.06,36.6,0,0
49,Adeel Raja ,NL,21,21,846,690,17,Apr-42,40.58,4.89,49.7,1,0
0,DJ Capel ,ENG,23,22,1038,805,17,Mar-38,47.35,4.65,61,0,0
1,EAR de Silva ,SL,28,28,1374,967,17,Mar-38,56.88,4.22,80.8,0,0
2,MV Fleming ,ENG,11,11,523,434,17,Apr-45,25.52,4.97,30.7,1,0
3,HH Kanitkar ,INDIA,34,28,1006,803,17,Feb-22,47.23,4.78,59.1,0,0
4,JJC Lawson ,WI,13,12,558,498,17,Apr-57,29.29,5.35,32.8,1,0
5,Mohammad Nawaz ,3,15,15,699,607,17,Apr-42,35.7,5.21,41.1,1,0
6,J Nyumbu ,ZIM,19,18,844,738,17,Mar-42,43.41,5.24,49.6,0,0
7,PADLR Sandakan ,SL,21,20,961,1031,17,Apr-52,60.64,6.43,56.5,1,0
8,A Shahzad ,ENG,11,11,588,490,17,Mar-41,28.82,5,34.5,0,0
9,PM Siddle ,AUS,20,19,901,743,17,Mar-55,43.7,4.94,53,0,0
10,J Theron ,SA/USA,9,9,412,379,17,May-44,22.29,5.51,24.2,0,1
11,Aizaz Khan ,HKG,19,19,728,680,16,Feb-26,42.5,5.6,45.5,0,0
12,Asif Iqbal ,PAK,10,10,592,378,16,Apr-56,23.62,3.83,37,1,0
13,JP Behrendorff ,AUS,11,11,591,517,16,May-44,32.31,5.24,36.9,0,1
14,SM Boland ,AUS,14,13,716,725,16,Mar-67,45.31,6.07,44.7,0,0
15,GR Codrington ,CAN,17,17,731,577,16,Apr-33,36.06,4.73,45.6,1,0
16,CD de Lange ,SCOT,13,12,546,371,16,May-60,23.18,4.07,34.1,0,1
17,Ehsan Nawaz ,HKG,12,12,513,458,16,Apr-47,28.62,5.35,32,2,0
18,GJ Gilmour ,AUS,5,5,320,165,16,Jun-14,10.31,3.09,20,0,2
19,PJC Hoffmann ,SCOT,18,17,743,555,16,Mar-22,34.68,4.48,46.4,0,0
20,SHU Karnain ,SL,19,14,635,505,16,May-26,31.56,4.77,39.6,0,1
21,DE Malcolm ,ENG,10,10,526,404,16,Mar-40,25.25,4.6,32.8,0,0
22,S Matsikenyeri ,ZIM,113,38,920,778,16,Feb-25,48.62,5.07,57.5,0,0
23,JL Pattinson ,AUS,15,15,727,681,16,Apr-51,42.56,5.62,45.4,1,0
24,BS Sandhu ,INDIA,22,21,1110,763,16,Mar-27,47.68,4.12,69.3,0,0
25,RR Sarwan ,WI,181,25,581,586,16,Mar-31,36.62,6.05,36.3,0,0
26,MC Sorensen ,IRE,13,12,543,520,16,Apr-40,32.5,5.74,33.9,1,0
27,RJW Topley ,ENG,10,10,463,410,16,Apr-50,25.62,5.31,28.9,1,0
28,RJ Trott ,BMUDA,11,11,537,412,16,Apr-46,25.75,4.6,33.5,1,0
29,MP Vaughan ,ENG,86,28,796,649,16,Apr-22,40.56,4.89,49.7,1,0
30,R Vijay Bharadwaj ,INDIA,10,9,372,307,16,Mar-34,19.18,4.95,23.2,0,0
31,Zakir Khan ,PAK,17,16,646,494,16,Apr-19,30.87,4.58,40.3,1,0
32,MR Adair ,IRE,9,9,484,509,15,Apr-19,33.93,6.3,32.2,2,0
33,KK Ahmed ,INDIA,11,11,480,465,15,Mar-13,31,5.81,32,0,0
34,PJW Allott ,ENG,13,13,819,552,15,Mar-41,36.8,4.04,54.6,0,0
35,CJA Amini ,PNG,15,15,732,560,15,Apr-27,37.33,4.59,48.8,1,0
36,Azeem Hafeez ,PAK,15,14,719,586,15,Apr-22,39.06,4.89,47.9,1,0
37,SL Boock ,NZ,14,13,700,513,15,Mar-28,34.2,4.39,46.6,0,0
38,DCC Borden ,BMUDA,12,12,411,392,15,Apr-30,26.13,5.72,27.4,1,0
39,Danish Kaneria ,PAK,18,18,854,683,15,Mar-31,45.53,4.79,56.9,0,0
40,G Dymock ,AUS,15,14,806,412,15,Feb-21,27.46,3.06,53.7,0,0
41,TCB Fernando ,SL,17,17,700,586,15,May-67,39.06,5.02,46.6,0,1
42,KD Ghavri ,INDIA,19,19,1033,708,15,Mar-40,47.2,4.11,68.8,0,0
43,S Lamichhane ,NEPAL,6,6,319,222,15,Apr-24,14.8,4.17,21.2,2,0
44,NC McGarrell ,WI,17,17,859,681,15,Mar-32,45.4,4.75,57.2,0,0
45,KH MacLeay ,AUS,16,16,857,626,15,Jun-39,41.73,4.38,57.1,0,1
46,GH O'Brien ,BMUDA,9,9,456,405,15,Mar-31,27,5.32,30.4,0,0
47,SS Pathirana ,SL,18,18,765,720,15,Mar-37,48,5.64,51,0,0
48,SM Patil ,INDIA,45,20,864,589,15,Feb-28,39.26,4.09,57.6,0,0
49,Rajin Saleh ,BDESH,43,19,539,459,15,Apr-16,30.6,5.1,35.9,1,0
0,AK Sharma ,INDIA,31,29,1140,875,15,Mar-41,58.33,4.6,76,0,0
1,L Sivaramakrishnan ,INDIA,16,16,756,538,15,Mar-35,35.86,4.26,50.4,0,0
2,CT Tremlett ,ENG,15,15,784,705,15,Apr-32,47,5.39,52.2,1,0
3,JTC Vaughan ,NZ,18,17,696,524,15,Apr-33,34.93,4.51,46.4,1,0
4,UWMBCA Welegedara ,SL,10,9,457,433,15,May-66,28.86,5.68,30.4,0,1
5,LJ Wright ,ENG,50,37,1038,884,15,Feb-34,58.93,5.1,69.2,0,0
6,JO Angara ,KENYA,17,15,588,569,14,Mar-30,40.64,5.8,42,0,0
7,Anshuman Rath ,HKG,18,7,337,167,14,Mar-22,11.92,2.97,24,0,0
8,F Behardien ,SA,59,35,748,719,14,Mar-19,51.35,5.76,53.4,0,0
9,DE Bernard ,WI,20,17,624,526,14,Mar-32,37.57,5.05,44.5,0,0
10,GS Blewett ,AUS,32,24,749,646,14,02-Jun,46.14,5.17,53.5,0,0
11,S Chanderpaul ,WI,268,28,740,636,14,Mar-18,45.42,5.15,52.8,0,0
12,GJ Cosier ,AUS,9,8,409,248,14,May-18,17.71,3.63,29.2,0,1
13,JWM Dalrymple ,ENG,27,23,840,666,14,02-May,47.57,4.75,60,0,0
14,Enamul Haque jnr ,BDESH,10,10,576,422,14,Mar-16,30.14,4.39,41.1,0,0
15,UC Hathurusingha ,SL,35,25,954,709,14,Apr-57,50.64,4.45,68.1,1,0
16,Jalal-ud-Din ,PAK,8,7,306,211,14,Apr-32,15.07,4.13,21.8,1,0
17,SKW Kelly ,BMUDA,10,10,389,371,14,Mar-36,26.5,5.72,27.7,0,0
18,D Mongia ,INDIA,57,21,640,571,14,Mar-31,40.78,5.35,45.7,0,0
19,Mosaddek Hossain ,BDESH,35,33,902,787,14,Mar-13,56.21,5.23,64.4,0,0
20,A Nao ,PNG,13,13,613,495,14,Mar-40,35.35,4.84,43.7,0,0
21,JD Nel ,SCOT,19,19,730,649,14,Apr-25,46.35,5.33,52.1,1,0
22,IE O'Brien ,NZ,10,10,453,488,14,Mar-68,34.85,6.46,32.3,0,0
23,Rahmat Shah ,AFG,73,26,524,504,14,May-32,36,5.77,37.4,0,1
24,Rumman Raees ,PAK,9,9,463,464,14,Mar-49,33.14,6.01,33,0,0
25,JA Snow ,ENG,9,8,538,232,14,04-Nov,16.57,2.58,38.4,2,0
26,Sohrawordi Shuvo ,BDESH,17,17,762,572,14,Mar-14,40.85,4.5,54.4,0,0
27,SA Ankola ,INDIA,20,20,807,615,13,Mar-33,47.3,4.57,62,0,0
28,MP Bicknell ,ENG,7,7,413,347,13,Mar-55,26.69,5.04,31.7,0,0
29,KD Boyce ,WI,8,8,470,313,13,Apr-50,24.07,3.99,36.1,1,0
30,ST Clarke ,WI,10,10,524,245,13,Mar-22,18.84,2.8,40.3,0,0
31,PC Connell ,IRE,13,12,564,518,13,Mar-68,39.84,5.51,43.3,0,0
32,TLW Cooper ,NL,23,19,553,438,13,03-Nov,33.69,4.75,42.5,0,0
33,PWH de Silva ,SL,12,12,403,429,13,Mar-15,33,6.38,31,0,0
34,Hamza Tahir ,SCOT,6,6,338,228,13,May-38,17.53,4.04,26,1,1
35,MN Hart ,NZ,13,12,572,373,13,May-22,28.69,3.91,44,0,1
36,RS Higgins ,ZIM,11,11,544,380,13,Apr-21,29.23,4.19,41.8,1,0
37,Ijaz Faqih ,PAK,27,25,1116,819,13,Apr-43,63,4.4,85.8,1,0
38,CBRLS Kumara ,SL,13,13,544,623,13,Feb-26,47.92,6.87,41.8,0,0
39,Majid Khan ,PAK,23,15,658,374,13,Mar-27,28.76,3.41,50.6,0,0
40,AD Mascarenhas ,ENG,20,20,822,634,13,Mar-23,48.76,4.62,63.2,0,0
41,Minhajul Abedin ,BDESH,27,18,546,511,13,Feb-39,39.3,5.61,42,0,0
42,Mohammad Hussain ,PAK,14,13,672,547,13,Apr-33,42.07,4.88,51.6,1,0
43,SN Netravalkar ,USA,9,9,403,210,13,May-32,16.15,3.12,31,0,1
44,ASA Perera ,SL,20,18,579,522,13,Feb-25,40.15,5.4,44.5,0,0
45,MDK Perera ,SL,13,10,456,409,13,Mar-48,31.46,5.38,35,0,0
46,DJ Reekers ,NL,19,13,510,436,13,Mar-54,33.53,5.12,39.2,0,0
47,JB Reva ,PNG,9,9,405,357,13,Mar-40,27.46,5.28,31.1,0,0
48,Sharafuddin Ashraf ,AFG,17,17,764,559,13,Mar-29,43,4.39,58.7,0,0
49,JN Snape ,ENG,10,10,529,403,13,Mar-43,31,4.57,40.6,0,0
0,Sompal Kami ,NEPAL,6,6,301,247,13,May-33,19,4.92,23.1,0,1
1,Tareq Aziz ,BDESH,10,10,465,424,13,Mar-19,32.61,5.47,35.7,0,0
